課-序號,序號,生詞,漢拼,詞類,英譯,越譯,冊
8-1,1,左右為難,zuǒyòu wéinán,Id,"in a dilemma, be in a bind, in a predicament, in a fix",tiến thoái lưỡng nan,5
8-1,2,難民,nànmín,N,refugees ,người tị nạn,5
8-1,3,男童,nántóng,N,"boy, male child",bé trai,5
8-1,4,溺死,nìsǐ,Vp,"to drown (to death), die from drowning",chết đuối,5
8-1,5,震驚,zhènjīng,Vpt,"to shock, stun, startle","gây chấn động, sốc",5
8-1,6,接連,jiēlián,Adv,"in succession, in a row","liên tiếp, liên tục",5
8-1,7,事件,shìjiàn,N,"incident, episode","sự kiện, vụ việc",5
8-1,8,不滿,bùmǎn,Vs,"discontent, unhappy with","bất mãn, không hài lòng",5
8-1,1,分擔,fēndān,V,"to share a burden, share responsibility","chia sẻ gánh nặng, chia sẻ trách nhiệm",5
8-1,2,化,huà ,V,"to turn into, change into, convert into, transform into","biến thành, chuyển hóa thành",5
8-1,3,轉機,zhuǎnjī,N,(life-saving) opportunity,cơ hội (cứu mạng),5
8-1,4,海面,hǎimiàn,N,the surface of the ocean/sea,mặt biển,5
8-1,5,難以數計,nányǐ shùjì,Id,countless (lit. hard to calculate),không thể đếm xuể,5
8-1,6,屍體,shītǐ,N,"corpse, body","thi thể, xác chết",5
8-1,7,怵目驚心,chùmù jīngxīn,Id,shocked to witness ,"kinh hoàng, gây sốc khi chứng kiến",5
8-1,8,冒,mào,V,to risk,mạo hiểm,5
8-1,9,聯合國,Liánhéguó,N,"United Nations, UN",Liên Hợp Quốc (LHQ),5
8-1,10,止,zhǐ,Ptc,until (classical Chinese),cho đến (từ Hán Việt cổ),5
8-1,11,庇護,bìhù,N,asylum,"sự bảo hộ, tị nạn",5
8-1,12,人數,rénshù,N,number of people,số người,5
8-1,13,面臨,miànlín,V,"to face, confront","đối mặt, đương đầu",5
8-1,14,團結,tuánjié,Vi,"to unite, form solidarity with",đoàn kết,5
8-1,15,召開,zhàokāi,V,"to convene, hold (a meeting)","triệu tập, tổ chức (cuộc họp)",5
8-1,16,高峰會,gāofēng huì,N,Summit (meeting),hội nghị thượng đỉnh,5
8-1,17,領袖,lǐngxiù,N,"leader, head of a state","lãnh tụ, lãnh đạo",5
8-1,18,消除,xiāochú,V,to eliminate,"loại bỏ, xóa bỏ",5
8-1,19,仇外,chóuwài,Vs,anti-foreign,bài ngoại,5
8-1,20,前-,qián,N,"former-, ex-  ","cựu-, nguyên-",5
8-1,21,歐巴馬,ōubāmǎ,N,Barack Obama (former US president),Barack Obama (cựu tổng thống Mỹ),5
8-1,22,會議,huìyì,N,"conference, meeting","hội nghị, cuộc họp",5
8-1,23,主義,zhǔyì,N,"“-ism” (as in terrorism, Communism)","chủ nghĩa (ví dụ: khủng bố chủ nghĩa, cộng sản chủ nghĩa)",5
8-1,24,受害者,shòuhàizhě,N,victim,nạn nhân,5
8-1,25,向來,xiànglái,Adv,"always, all along","luôn luôn, từ trước đến nay",5
8-1,26,單一,dānyī,Vs-attr,"one, single (any one country’s responsibility)",duy nhất (trách nhiệm của bất kỳ một quốc gia nào),5
8-1,27,共同,gòngtóng,Adv,"together, jointly","chung, cùng nhau",5
8-1,28,排外,páiwài,Vi,"anti-foreign, xenophobic ",bài ngoại,5
8-1,29,融入,róngrù,V,"to integrate, blend in","hòa nhập, hội nhập",5
8-1,30,收容,shōuróng,V,to offer refuge to,cung cấp nơi tạm trú,5
8-1,31,或許,huòxǔ,Adv,"perhaps, probably","có lẽ, có thể",5
8-1,32,勞動力,láodònglì,N,manpower,nhân lực,5
8-1,33,轉化,zhuǎnhuà,Vi,"to change into , transform into",chuyển hóa thành,5
8-1,34,里約,Lǐyuē,N,"Rio, Brasil","Rio, Brazil",5
8-1,35,奧運,àoyùn,N,Olympics,Thế vận hội Olympic,5
8-1,36,首度,shǒudù,Adv,first time,lần đầu tiên,5
8-1,37,代表隊,dàibiǎoduì,N,"representative team, team representing ",đội tuyển đại diện,5
8-1,38,逃離,táolí,V,"to escape from, flee from","chạy trốn khỏi, thoát khỏi",5
8-1,39,戰火,zhànhuǒ,N,fires of war,"chiến tranh, lửa đạn",5
8-1,40,殘障,cánzhàng,N,physical disability,khuyết tật thể chất,5
8-1,41,忘掉,wàngdiào,Vpt,to forget,quên đi,5
8-1,42,英雄,yīngxióng,N,hero,anh hùng,5
8-1,43,身分,shēnfèn,N,identification,"danh tính, thân phận",5
8-1,44,索馬利亞,Suǒmǎlìyǎ,N,Somalia,Somalia,5
8-1,45,之後,zhīhòu,N,subsequent to that,sau đó,5
8-1,46,參選,cānxuǎn,V,to run in an election,tham gia tranh cử,5
8-1,47,膚色,fūsè,N,skin color,màu da,5
8-1,48,早日,zǎorì,Adv,soon,"sớm, nhanh chóng",5
8-1,49,扶持,fúchí,V,"to support, help, aid, assist","hỗ trợ, giúp đỡ",5
8-2,1,優先,yōuxiān,Vs,to be given priority,được ưu tiên,5
8-2,2,無力,wúlì,Vst,"incapable of, powerless to","bất lực, không có khả năng",5
8-2,3,安置,ānzhì,V,to make proper living arrangements for,sắp xếp chỗ ở,5
8-2,4,支出,zhīchū,N/V,expenditure; to expend,chi tiêu; chi trả,5
8-2,5,導致,dǎozhì,V,"to cause, result in, lead to","dẫn đến, gây ra",5
8-2,6,賦稅,fùshuì,N,taxes,thuế má,5
8-2,7,居民,jūmín,N,resident,cư dân,5
8-2,8,對立,duìlì,Vs,"to oppose, be in opposition to, be antagonistic","đối lập, thù địch",5
8-2,9,罷了,bàle,Ptc,"merely, that’s it, that is all","chỉ là vậy thôi, thế thôi",5
8-2,10,德國,Déguó,N,Germany,Đức,5
8-2,11,每況愈下,měikuàng yùxià,Id,"to deteriorate, go downhill, go from bad to worse","ngày càng tồi tệ, xuống dốc",5
8-2,12,拖垮,tuōkuǎ,V,"to pull down with, drag down ","kéo đổ, làm suy sụp",5
8-2,13,忽略,hūlüè,V,"to ignore, overlook","bỏ qua, lờ đi",5
8-2,14,一一,yīyī,Adv,"one by one, separately",từng cái một,5
8-2,15,過濾,guòlǜ,V,to filter,lọc,5
8-2,16,有機可乘,yǒujī kěchéng,Id,take advantage of a situation ,có cơ hội để lợi dụng,5
8-2,17,接二連三,jiē’èr liánsān,Id,"one after another, in rapid succession","nối tiếp nhau, liên tục",5
8-2,18,衝突,chōngtú,Vs,to conflict,xung đột,5
8-2,19,升高,shēnggāo,Vp,"to increase, rise","gia tăng, leo thang",5
8-2,20,在在,zàizài,Adv,in all aspects (classical Chinese),"trong mọi mặt, ở mọi nơi (từ Hán Việt cổ)",5
8-2,21,設置,shèzhì,V,"to establish, set up","thiết lập, thành lập",5
8-2,22,難民營,nànmínyíng,N,refugee camp,trại tị nạn,5
8-2,23,關閉,guānbì,V,to close down,đóng cửa,5
8-2,24,邊界,biānjiè,N,border,biên giới,5
8-2,25,通往,tōngwǎng,V,"to go to, lead to","dẫn đến, thông tới",5
8-2,26,交託,jiāotuō,V,"to entrust (one’s safety, life, etc.) to","giao phó (tính mạng, sự an toàn...)",5
8-2,27,人口,rénkǒu ,N,human,con người (số lượng),5
8-2,28,販子,fànzi,N,trafficker,kẻ buôn người,5
8-2,29,助長,zhùzhǎng,V,"to foster, encourage ( negatively)","làm trầm trọng thêm, khuyến khích (mang nghĩa tiêu cực)",5
8-2,30,支付,zhīfù,V,to make a payment to,"thanh toán, trả tiền",5
8-2,31,總理,zǒnglǐ,N,"chancellor, prime minister, premier",Thủ tướng,5
8-2,32,梅克爾,Méikè’ěr,N,Merkel (German chancellor),Merkel (Thủ tướng Đức),5
8-2,33,承認,chéngrèn,V,"to admit, confess",thừa nhận,5
8-2,34,低估,dīgū,V,to underestimate,đánh giá thấp,5
8-2,35,和平,hépíng,Vs/N,peaceful; peace,hòa bình; yên bình,5
8-2,36,對策,duìcè,N,"countermeasure, strategy","đối sách, chiến lược",5
8-2,37,販運,fànyùn,N,"trafficking, smuggling, transporting","buôn lậu, vận chuyển trái phép",5
8-2,38,首要之務,shǒuyào zhīwù,Id,"top/first priority, the most important issue","nhiệm vụ hàng đầu, ưu tiên số một",5
9-1,1,核電廠,hédiànchǎng,N,nuclear power plant,nhà máy điện hạt nhân,5
9-1,2,熱烈,rèliè,Vs,"fervent, ardent","sôi nổi, nhiệt tình",5
9-1,3,乃至,nǎizhì,Adv,and even ,và thậm chí,5
9-1,1,遠處,yuǎnchù,N,a distant location ,nơi xa,5
9-1,2,輻射,fúshè,N,radiation,bức xạ,5
9-1,3,外洩,wàixiè,Vi,to leak,rò rỉ ra ngoài,5
9-1,4,爆炸,bàozhà,Vp,to explode,phát nổ,5
9-1,5,危言聳聽,wéiyán sǒngtīng,Id,"alarmist talk, inflammatory statement","nói ngoa, nói cường điệu gây hoang mang",5
9-1,6,致命,zhìmìng,Vs,"lethal, fatal",gây chết người,5
9-1,7,退燒,tuìshāo,Vp,"to reduce fever, wane ","hạ nhiệt, suy giảm",5
9-1,8,行之有年,xíngzhī yǒunián,Id,"in use for years, long-established","đã được sử dụng nhiều năm, tồn tại lâu năm",5
9-1,9,三哩島,Sānlǐdǎo,N,"Three Mile Island, PA, USA","Đảo Three Mile, Mỹ",5
9-1,10,烏克蘭,Wūkèlán,N,Ukraine,Ukraine,5
9-1,11,車諾比,Chēnuòbǐ,N,Chernobyl,Chernobyl,5
9-1,12,福島,Fúdǎo,N,Fukushima,Fukushima,5
9-1,13,核災,hézāi,N,nuclear disaster,thảm họa hạt nhân,5
9-1,14,核電,hédiàn,N,nuclear power,điện hạt nhân,5
9-1,15,列為,lièwéi,Vst,"to be ranked as, listed as ","được xếp hạng là, được liệt kê là",5
9-1,16,等級,děngjí,N,"level, grade","cấp độ, hạng",5
9-1,17,位於,wèiyú,Vst,to be located at,nằm ở,5
9-1,18,海嘯,hǎixiào ,N,tsunami,sóng thần,5
9-1,19,洪水,hóngshuǐ,N,flood,lũ lụt,5
9-1,20,數百萬,shùbǎiwàn,Ph,"several millions, millions",hàng triệu,5
9-1,21,及時,jíshí,Adv,"in time, in a timely manner",kịp thời,5
9-1,22,顆,kē,M,"measure for round objects, e.g., bombs","lượng từ cho vật tròn (quả bom, viên đạn...)",5
9-1,23,炸彈,zhàdàn,N,bomb,quả bom,5
9-1,24,立即,lìjí,Adv,"immediately, at once",ngay lập tức,5
9-1,25,令,lìng,Vst,"to cause, make, let","khiến, làm cho",5
9-1,26,擔憂,dānyōu,Vst,"worried, concerned","lo lắng, quan ngại",5
9-1,27,歐洲癌症護理雜誌,ōuzhōu áizhèng Hùlǐ Zázhì,Ph,European Journal of Cancer Care,Tạp chí Chăm sóc Ung thư Châu Âu,5
9-1,28,數字,shùzì,N,"number, figures","con số, số liệu",5
9-1,29,周圍,zhōuwéi,N,"around, surrounding, on the periphery","xung quanh, vùng lân cận",5
9-1,30,罹癌,lí’ái,Vp,to be stricken with cancer,mắc bệnh ung thư,5
9-1,31,偏,piān,Adv,slightly,"hơi, có phần",5
9-1,32,青少年,qīngshàonián,N,adolescents ,thanh thiếu niên,5
9-1,33,細胞,xìbāo,N,cell,tế bào,5
9-1,34,製造,zhìzào,V,"to manufacture, produce, make","sản xuất, chế tạo",5
9-1,35,廢料,fèiliào,N,"waste, waste materials","chất thải, nguyên liệu thải",5
9-1,36,可行,kěxíng,Vs,feasible,khả thi,5
9-1,37,偏遠,piānyuǎn,Vs,"rural, distant","xa xôi, hẻo lánh",5
9-1,38,任誰,rèn shéi,Ph,anybody,bất kỳ ai,5
9-1,39,因應,yīnyìng,V,"to deal with, handle","đối phó, xử lý",5
9-1,40,再生能源,zàishēng néngyuán,Ph,renewable energy,năng lượng tái tạo,5
9-1,41,妥善,tuǒshàn,Adv,"adequately, properly","một cách đầy đủ, thích đáng",5
9-1,42,頭痛,tóuténg,Vs,"a headache, a pain","vấn đề đau đầu, phiền toái",5
9-1,43,無解,wújiě,Vs,"have no solution, be unsolvable",không có lời giải,5
9-1,44,難題,nántí,N,"difficult problem, tough problem","vấn đề hóc búa, nan đề",5
9-1,45,正確,zhèngquè,Vs,accurate,chính xác,5
9-2,1,環保,huánbǎo,Vs,environmentally friendly,thân thiện với môi trường,5
9-2,2,聯想,liánxiǎng,Vi,"to associate with in the mind, think of",liên tưởng,5
9-2,3,事故,shìgù,N,accident,tai nạn,5
9-2,4,運作,yùnzuò,N,operation,sự vận hành,5
9-2,5,疏失,shūshī,N,negligence,"sơ suất, bất cẩn",5
9-2,6,視為,shìwéi,Vst,to regard as,"xem như, coi như",5
9-2,7,一概而論,yígài érlùn,Id,to make sweeping generalizations,"đánh đồng, khái quát hóa một cách máy móc",5
9-2,8,定時,dìngshí,Vs-attr,to be fixed in time (定時炸彈 = time bomb),được ấn định thời gian (bom hẹn giờ),5
9-2,9,風力,fēnglì,N,wind power,năng lượng gió,5
9-2,10,水力,shuǐlì,N,"water power, hydropower ","năng lượng nước, thủy điện",5
9-2,11,火力,huǒlì,N,thermal power,nhiệt điện,5
9-2,12,太陽能,tàiyángnéng,N,solar power,năng lượng mặt trời,5
9-2,13,相比,xiāng bǐ,Vi,to be compared to,so sánh với,5
9-2,14,機率,jīlǜ,N,"chance (of something happening), likelihood","xác suất, khả năng",5
9-2,15,雷,léi,N,lightening,sét,5
9-2,16,碳,tàn,N,carbon,cacbon,5
9-2,17,排放量,páifàngliàng,N,emissions,lượng khí thải,5
9-2,18,有利,yǒulì,Vs,beneficial to,có lợi cho,5
9-2,19,二氧化碳,èryǎnghuàtàn,N,carbon dioxide,khí cacbonic,5
9-2,20,溫室,wēnshì ,N,greenhouse,nhà kính,5
9-2,21,效應,xiàoyìng,N,effect,hiệu ứng,5
9-2,22,河流,héliú,N,river,dòng sông,5
9-2,23,魚類,yúlèi,N,fish,các loài cá,5
9-2,24,噪音,zàoyīn,N,noise,tiếng ồn,5
9-2,25,地熱,dìrè,N,geothermal,địa nhiệt,5
9-2,26,成熟,chéngshóu,Vp,mature,trưởng thành,5
9-2,27,解決之道,jiějué zhīdào,Id,solution,giải pháp,5
9-2,28,收取,shōuqǔ,V,"to charge, collect","thu, thu thập",5
9-2,29,高額,gāo’é,Vs-attr,"high (amount of money, tariff, profit, etc.)","cao (số tiền, lợi nhuận...)",5
9-2,30,惹,rě,V,"to cause, provoke, incur, stir up","gây ra, châm ngòi",5
9-2,31,民怨,mínyuàn,N,"popular discontent, public anger",sự bất bình của dân chúng,5
9-2,32,工業,gōngyè,N,industry,công nghiệp,5
9-2,33,停擺,tíngbǎi,Vp,"to stop, to come to a halt","ngừng hoạt động, đình trệ",5
9-2,34,倒退,dàotuì,Vp,"to reverse, regress","thoái lui, thụt lùi",5
9-2,35,效率,xiàolǜ,N,efficiency,hiệu suất,5
9-2,36,供,gōng,V,to supply,cung cấp,5
9-2,37,外商,wàishāng,N,foreign company/businessman,"công ty nước ngoài, thương nhân nước ngoài",5
9-2,38,優良,yōuliáng,Vs,"fine, excellent, good","tốt, ưu tú",5
9-2,39,民生,mínshēng,N,people’s well-being/livelihood,đời sống nhân dân,5
9-2,40,效益,xiàoyì,N,benefit,lợi ích,5
9-2,41,設備,shèbèi,N,equipment,thiết bị,5
9-2,42,隱憂,yǐnyōu,N,"hidden concerns, worries",mối lo ngại tiềm ẩn,5
9-2,43,綠色,lǜsè,N,green (color),màu xanh lá cây,5
9-2,44,替代,tìdài,V,alternative,thay thế,5
10-1,1,同性,tóngxìng,Vs-attr,to be of the same gender,cùng giới tính,5
10-1,2,主播,zhǔbò,N,"newscaster, anchor",người dẫn chương trình tin tức,5
10-1,3,記者,jìzhě,N,"reporter, journalist, correspondent","phóng viên, nhà báo",5
10-1,4,連線,liánxiàn,Vi,to be online with; be connected with,kết nối trực tuyến; được kết nối với,5
10-1,5,傳達,chuándá,V,to convey,truyền đạt,5
10-1,6,陣線,zhènxiàn,N,"ranks, front","hàng ngũ, mặt trận",5
10-1,7,發起,fāqǐ,V,"to initiate, launch, start","phát động, khởi xướng",5
10-1,8,盡快,jìnkuài,Adv,as soon/quickly as possible,càng sớm càng tốt,5
10-1,9,同性戀,tóngxìngliàn,N,"homosexual, gay",người đồng tính luyến ái,5
10-1,10,異性戀,yìxìngliàn,N,"heterosexual, straight ",người dị tính luyến ái,5
10-1,11,相同,xiāngtóng,Vs,identical,giống hệt nhau,5
10-1,12,相愛,xiāng’ài,Vs,"in love, to love each other",yêu nhau,5
10-1,13,核心,héxīn,N,core,cốt lõi,5
10-1,14,伴侶,bànlǚ,N,"companion, mate, partner","bạn đời, người bạn đồng hành",5
10-1,15,無關,wúguān,Vs,"to have nothing to do with, be unrelated",không liên quan,5
10-1,16,打破,dǎpò,V,"to break, shatter",phá vỡ,5
10-1,17,平權,píngquán,N,equal rights,bình đẳng về quyền,5
10-1,18,藉由,jièyóu,Prep,"through, by","thông qua, bằng cách",5
10-1,19,節稅,jiéshuì,Vi,"to reduce, save on taxes",tiết kiệm thuế,5
10-1,20,病危,bìngwéi,Vs,critically ill ,nguy kịch,5
10-1,21,簽署,qiānshù,V,to sign,ký kết,5
10-1,22,文件,wénjiàn,N,document,"tài liệu, văn bản",5
10-1,23,彼此,bǐcǐ,N,"each other, one another",lẫn nhau,5
10-1,24,親密,qīnmì,Vs,intimate,thân mật,5
10-1,25,伙伴,huǒbàn,N,partner,"đối tác, cộng sự",5
10-1,26,陌生,mòshēng,Vs,"unacquainted, not mutually known","xa lạ, không quen biết",5
10-1,27,性病,xìngbìng,N,"sexually transmitted disease, STD",bệnh lây truyền qua đường tình dục,5
10-1,28,偏見,piānjiàn,N,"prejudice, bias","định kiến, thành kiến",5
10-1,29,身上,shēnshàng,N,"himself, themselves",bản thân anh ấy/họ,5
10-1,30,異性,yìxìng,Vs-attr,opposite sex,khác giới,5
10-1,31,有情人終成眷屬,yǒuqíngrén zhōngchéng juànshǔ,Id,"the lovers finally got married, every Jack has his Jill",những người có tình cuối cùng cũng thành vợ chồng,5
10-1,32,末日,mòrì,N,the end of the world,ngày tận thế,5
10-1,33,擴大,kuòdà,V,to expand,mở rộng,5
10-1,34,範圍,fànwéi,N,"scope, range, extent","phạm vi, quy mô",5
10-1,35,心聲,xīnshēng,N,"heartfelt wishes, aspirations","tâm tư, nguyện vọng",5
10-1,36,法案,fǎ’àn,N,"bill, act","dự luật, đạo luật",5
10-2,1,鏡頭,jìngtóu,N,"lens, shot, scene","ống kính, cảnh quay",5
10-2,2,聯邦,liánbāng,N,"federal, federation, union",liên bang,5
10-2,3,彩虹,cǎihóng,N,rainbow,cầu vồng,5
10-2,4,旗,qí,N,"flag, banner, standard",lá cờ,5
10-2,5,時刻,shíkè,N,moment (in time)  ,"thời khắc, khoảnh khắc",5
10-2,6,駐外,zhùwài,Vi,to be stationed abroad,đóng trụ sở ở nước ngoài,5
10-2,7,歡慶,huānqìng,V,to celebrate,"chào mừng, ăn mừng",5
10-2,8,擠進,jǐjìn,Vpt,"to crowd in, squeeze in","chen chúc vào, lách vào",5
10-2,9,生物,shēngwù,N,biology,"sinh vật, sinh học",5
10-2,10,本能,běnnéng,N,instinct,bản năng,5
10-2,11,繁衍,fányǎn,V,"to reproduce, propagate","sinh sôi, sinh sản",5
10-2,12,尋找,xúnzhǎo,V,"to search for, seek",tìm kiếm,5
10-2,13,交配,jiāopèi,Vi,"to mate, copulate",giao phối,5
10-2,14,法則,fǎzé,N,"law (natural, not legal laws)",quy luật (tự nhiên),5
10-2,15,定義,dìngyì,N/V,definition; to define,định nghĩa; định nghĩa,5
10-2,16,互補,hùbǔ,Vs,to complement each other,bổ sung cho nhau,5
10-2,17,組合,zǔhé,N/V,combination; to combine,sự kết hợp; kết hợp,5
10-2,18,全體,quántǐ,N,"as a whole, whole, entire, overall","toàn thể, toàn bộ",5
10-2,19,詞彙,cíhuì,N,"word, term, vocabulary","từ vựng, thuật ngữ",5
10-2,20,稱呼,chēnghū,V/N,"to call; address, name","gọi, xưng hô; danh xưng",5
10-2,21,建構,jiàngòu,V,"to build, construct","xây dựng, kiến tạo",5
10-2,22,革命,gémìng,N/Vi,revolution; to have a revolution ,cách mạng; làm cách mạng,5
10-2,23,做為,zuòwéi,Vst,to serve as,đóng vai trò là,5
10-2,24,無視,wúshì,V,"to disregard, defy","coi thường, bất chấp",5
10-2,25,干涉,gānshè,V,to interfere,can thiệp,5
10-2,26,邏輯,luójí,N,logic,lô-gíc,5
10-2,27,納入,nàrù,V,"to incorporate, include","đưa vào, bao gồm",5
10-2,28,第三者,dìsānzhě,Ph,"“third party” (i.e., the “other man/woman”)",người thứ ba,5
10-2,29,原則,yuánzé,N,principle,nguyên tắc,5
10-2,30,無異,wúyì,Vs,"not different from, the same as, tantamount to","không khác gì, tương đương với",5
10-2,31,形式,xíngshì,N,form,hình thức,5
10-2,32,亂倫,luànlún,N,incest,loạn luân,5
10-2,33,不倫,bùlún,N,immorality,"trái đạo đức, không chính đáng",5
10-2,34,白宮,Báigōng,N,White House,Nhà Trắng,5
10-2,35,巴黎鐵塔,Bālí Tiětǎ,Ph,Eiffel Tower,Tháp Eiffel,5
10-2,36,打上,dǎshàng,V,to shine up on,chiếu sáng lên,5
10-2,37,燈光,dēngguāng,N,lights,ánh đèn,5
10-2,38,不容忽視,bùróng hūshì,Id,"cannot ignore, should not be ignored",không thể làm ngơ,5
10-2,39,有賴,yǒulài,Vst,"to depend on, contingent on","phụ thuộc vào, tùy thuộc vào",5
10-2,40,各界,gèjiè,N,"all walks of life, the public","mọi tầng lớp, công chúng",5
10-2,41,對話,duìhuà,Vi,to engage in dialogues,đối thoại,5
10-2,42,激辯,jībiàn,Vi,"to engage in robust debate, wrangle","tranh luận sôi nổi, tranh cãi kịch liệt",5
10-2,43,交還,jiāohuán,V,"to give back to, to return to","trả lại, giao trả",5
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
